Linked Account ID,617426574953,
Linked Account Name,NetReveal NextGen Early Adopter Programme 5 ($),Total cost ($)
Linked Account Total,167.2817266512,167.2817266512
2022-05-01,,0
2022-06-01,,0
2022-07-01,4.7190895119,4.7190895119
2022-08-01,18.1561738767,18.1561738767
2022-09-01,20.3470510602,20.3470510602
2022-10-01,124.0594122024,124.0594122024
