Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-23294,22532947,Parsed Fields - Missing Highlight of hit information (Swift 72_text),harika.kurada,Norkom QA,harika.kurada,Resolved,8.0.1,8.1,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 09:43 AM,Fixed
Defect,3 - Medium,PLAT-23292,22532946,Parsed Fields & Complete Message - Missing Highlight of hit information (Swift 31D),IAbletes,Norkom QA,harika.kurada,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 09:39 AM,
Defect,3 - Medium,PLAT-23293,22532945,"Parsed Fields - Missing Highlight of hit information (Swift 20, 21 fields)",AManayangath,Norkom QA,harika.kurada,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 09:37 AM,
Defect,2 - High,PLAT-23291,22532944,"Parsed Fields - Missing Highlight of hit information (Swift 71_text, 77_text)",AManayangath,Norkom QA,harika.kurada,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 09:33 AM,
Defect,3 - Medium,PLAT-23296,22532916,WLM List Auditing Screen doesn't show previous search results,MDonder,Norkom QA,harika.kurada,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 05:50 AM,
Defect,3 - Medium,PLAT-23295,22532914,Watch Record Information Display - Multi-value Fields,harika.kurada,Norkom QA,harika.kurada,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,21/Aug/2020 05:29 AM,Duplicate
Defect,3 - Medium,PLAT-23289,22532888,EIM alert ingestion didn't begin until 8 hours after batch completed,CECorrigan,UBS,CECorrigan,Rejected,,,,,,,,,,,,,,,,,,,,,,,UAT,,,,,,,,,,,,,,,,,,,,,,Other,,,,,20200801_144437,20/Aug/2020 07:45 PM,Won't Fix
Defect,3 - Medium,PLAT-23284,22532596,File Drag and Drop feature in v8.1 ,,Norkom QA,ukgarlapati,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.1.0.0,19/Aug/2020 06:05 AM,Core Product Issue
Defect,3 - Medium,PLAT-23280,22532453,CLONE - [APPS] CDD - close action reasons are out of expected ordering,ASundararajan,Norkom QA,ASundararajan,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,8.0.1.2,18/Aug/2020 01:52 AM,Won't Fix
Defect,2 - High,PLAT-23276,22532322,CLONE - Batch process monitor Match Exclusion not saving Alert_key Alert Identifier,AManayangath,Norkom Services,RSatoor,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.18,17/Aug/2020 03:33 AM,
Defect,3 - Medium,PLAT-23287,22532054,'All Matches' in alerts - &nbsp is displayed in Match Data,Pnolan,Norkom QA,harika.kurada,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1,13/Aug/2020 11:50 AM,
Defect,2 - High,PLAT-23277,22531843,Performance Issue in IE When Importing and Opening Shared List Data,,Norkom Services,KAhmad,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.1.0.8,12/Aug/2020 06:24 AM,Not an issue
Defect,3 - Medium,PLAT-23270,22531807,Detection Dashboard homepage section with hardcoded English captions,TFortin,Norkom Sales,TFortin,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.1.0.2,11/Aug/2020 03:04 PM,Duplicate
Defect,4 - Low,PLAT-23269,22531805,Incorrect handling of character data in Dow Jones import,AManayangath,Nordea,PSolberg,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.12,11/Aug/2020 02:59 PM,
Defect,3 - Medium,PLAT-23265,22531428,CLONE - User with Read-Only access locks the entity being navigated,Pnolan,HSBC,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5,06/Aug/2020 04:05 PM,
Defect,3 - Medium,PLAT-23264,22531360,NR 8.1 : In Blocked Payment List \n is added for text entries with multiple line,,Norkom QA,SGanesan,Closed,8.2,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.1.0.14,06/Aug/2020 10:13 AM,Core Product Issue
Defect,3 - Medium,PLAT-23263,22531357,Tag 31D match data is not highlighted in SWIFT message Section,,Norkom QA,SGanesan,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,06/Aug/2020 09:55 AM,Project Config Issue
Defect,3 - Medium,PLAT-23262,22531355,"For 72_text, Highlighting at wrong text in Complete SWIFT Message",,Norkom QA,SGanesan,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,06/Aug/2020 09:47 AM,Not an issue
Defect,3 - Medium,PLAT-23261,22531354,Last character in the Tag 55/59 account number is not getting highlighted in Complete SWIFT Message section,,Norkom QA,SGanesan,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,06/Aug/2020 09:40 AM,Not an issue
Defect,3 - Medium,PLAT-23260,22531353,NR8.1 - MT518 Message_Field 94_Text not highlighted in parsed Field,,NAB,SGanesan,Closed,8.2,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,06/Aug/2020 09:25 AM,Done
Defect,2 - High,PLAT-23259,22531216,CLONE - Input match  Alert highlight is not working on wlm standalone server,AManayangath,Norkom Services,RSatoor,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.12,05/Aug/2020 08:45 AM,
Defect,2 - High,PLAT-23258,22531202,CLONE - Batch Event Trigger job on server (UI/Standalone) restarts automatically triggering all event trigger jobs,EBaggott,Norkom Services,RSatoor,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,8.0.1.18,05/Aug/2020 07:22 AM,
Defect,2 - High,PLAT-23257,22531191,"CLONE - Table list wlm screening with 500000 records , cpu utilisation is going to 100%",AManayangath,Norkom Services,RSatoor,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.18,05/Aug/2020 04:13 AM,
Defect,3 - Medium,PLAT-23256,22531066,Cleaning up the warning message ,,SCB,sailen.sannigrahi,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.14,04/Aug/2020 05:17 AM,Not a bug
Defect,2 - High,PLAT-23255,22530963,CLONE - WLMClusterTopicPlugin Issue on UI Server Start up,AManayangath,Norkom Services,VSavkoor,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.16,31/Jul/2020 07:30 PM,
Defect,2 - High,PLAT-23253,22530815,Repeat word use case not matching as expected with Concatenated Matching algorithm,AManayangath,Westpac,SShenoy,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.18,31/Jul/2020 12:56 AM,
Defect,3 - Medium,PLAT-23251,22530783,User with Read-Only access locks the entity being navigated,IKhalili,Norkom QA,IKhalili,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,30/Jul/2020 02:18 PM,Project Config Issue
Defect,3 - Medium,PLAT-23250,22530782,User with Read-Only access locks the entity being navigated,IKhalili,Norkom QA,IKhalili,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,30/Jul/2020 02:17 PM,Duplicate
Defect,3 - Medium,PLAT-23245,22530364,Single Sign On: Extra new session created when an user navigates to the the logout menu item. ,Pnolan,Norkom Services,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,28/Jul/2020 09:41 AM,
Defect,3 - Medium,PLAT-23244,22530327,Swift Message screen is blank on Alert Details,AManayangath,Norkom QA,JSamal,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,28/Jul/2020 03:08 AM,
Defect,3 - Medium,PLAT-23240,22530100,Audit Log Search Screen - Filtering Issues,Pnolan,Westpac,NHarris,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,8.0.1.12,24/Jul/2020 05:55 AM,
Defect,3 - Medium,PLAT-23236,22529731,ScenarioValuesExpansionJob failing for old alerts,EBaggott,BNPP,sailen.sannigrahi,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.0.14,21/Jul/2020 09:44 AM,
Defect,2 - High,PLAT-23235,22529586,WC Import - Empty data vs NULL in Postgress,,Norkom QA,ukgarlapati,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,20/Jul/2020 12:51 PM,Core Product Issue
Defect,2 - High,PLAT-23232,22529534,"WLM Index rebuild is not happening , even though the parameter to rebuild indexes onstartup is set to true",AManayangath,Norkom QA,sailen.sannigrahi,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.19,20/Jul/2020 08:27 AM,
Defect,3 - Medium,PLAT-23231,22529446, CalendarProgressJob is not working ,AShahid,Norkom Services,AShahid,Rejected,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,8.1.0.14 ,17/Jul/2020 04:21 PM,User Error
Defect,3 - Medium,PLAT-23228,22529140,"CLONE - The <processMessageResponse> tag in the WLM real-time responses has a capital ""P""",Pnolan,Norkom Services,VSavkoor,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.2,15/Jul/2020 01:42 PM,
Defect,3 - Medium,PLAT-23226,22528947,[MSHAS-36] - Audit log query,,Norkom Support,pdspencer,Closed,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,P&C,,,,7.6.0.13,14/Jul/2020 10:56 AM,Won't Fix
Defect,2 - High,PLAT-23224,22528853,Simulation Job is getting timeout after 10 hrs ,EBaggott,BNPP,sailen.sannigrahi,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.4.0.14,13/Jul/2020 01:40 PM,
Defect,3 - Medium,PLAT-23222,22528756,CLONE - AbstractBaseEncryption class is not Thread Safe causing several exception during Non Functional Testing ,IKhalili,Norkom QA,IKhalili,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,10/Jul/2020 03:46 PM,Duplicate
Defect,3 - Medium,PLAT-23221,22528755,Encryption feature is not Thread Safe causing several exceptions during Non Functional Testing ,Pnolan,Norkom QA,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,10/Jul/2020 03:40 PM,
Defect,2 - High,PLAT-23219,22528668,Enable the feature to prevent user to open new tab for BAE application,YGossert,AXA,YGossert,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,"7.3, 8.0.1",09/Jul/2020 09:41 PM,Not a bug
Defect,3 - Medium,PLAT-23214,22527844,[EUS000209-1354] WLM - FINCEN Business list is not importing using UI method and using 314a business drop down,,Norkom QA,michellehartnett,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.2,02/Jul/2020 07:25 PM,Not a bug
Defect,2 - High,PLAT-23213,22527832,SAML- IDP connectivity issue over HTTPS,,Norkom QA,ukgarlapati,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.2,02/Jul/2020 02:29 PM,Configuration Issue
Defect,3 - Medium,PLAT-23212,22527486,SSO - When User session expired  the user does not get redirected to the main page,Pnolan,Norkom Services,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.15,30/Jun/2020 02:24 PM,
Defect,3 - Medium,PLAT-23211,22527482,Unable to bring up application server due to cacheManager warnings ,,Norkom Support,adilah.saiyidah,Closed,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,1,30/Jun/2020 02:01 PM,Environmental Issue
Defect,3 - Medium,PLAT-23210,22527434,CLONE - Error Report builder,Pnolan,Norkom Services,ute.luehrmann,New,,,,,,,,,,,,,,,,,,,,,,,8.0,8.1,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,8.0.1.9,30/Jun/2020 10:09 AM,
Defect,3 - Medium,PLAT-23207,22527014," Dropdown field size is adjusting (increasing) on screens as per the content/text length inside it, whereas it was constant in previous versions.",RNathan,Westpac,alan.alfar,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.18,29/Jun/2020 01:47 AM,
Defect,3 - Medium,PLAT-23206,22526861,Jobs are execute in wrong order,Pnolan,Norkom QA,JRajek,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.7.0.10,25/Jun/2020 05:55 PM,
Defect,3 - Medium,PLAT-23202,22526522,WLM list groups cause extremely slow configuration export & import,AManayangath,Nordea,PSolberg,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.12,23/Jun/2020 02:49 PM,
Defect,3 - Medium,PLAT-23201,22526443,Emoji Display Issue,Pnolan,Westpac,RNathan,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.18,23/Jun/2020 12:22 AM,
Defect,2 - High,PLAT-23199,22526438,Potential Hung Threads during the Section Export,Pnolan,ADIA,ZHtet,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.18,22/Jun/2020 11:42 PM,
Defect,3 - Medium,PLAT-23198,22526182,Unable to log in to EIM,Pnolan,Credit Agricole ,OTardif,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,Core 6.1.2.41 EIM 2.2.3,18/Jun/2020 06:58 PM,
Defect,2 - High,PLAT-23196,22526139,ERSTE project - PEN test issues,Pnolan,Norkom QA,mateusz.sobczak,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,Release.1.3.8,18/Jun/2020 12:59 PM,
Defect,3 - Medium,PLAT-23190,22525616,Batch server fires an error during start-up when initializing acquisitionClusterTopicPlugin,Pnolan,Norkom QA,NBaslih,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.4,15/Jun/2020 06:21 PM,
Defect,3 - Medium,PLAT-23184,22525153,Search screen clear button checks all checkboxes for Scorecard field,,Norkom QA,PChitore,Closed,,,,,,,,,,,,,,,,,,,,,,,6.5.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.5.1.3,09/Jun/2020 05:39 PM,Duplicate
Defect,3 - Medium,PLAT-23183,22525145,Search screen clear button checks all checkboxes for Scorecard field,Pnolan,Norkom QA,PChitore,New,,,,,,,,,,,,,,,,,,,,,,,6.5.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.5.1.3,09/Jun/2020 04:16 PM,
Defect,2 - High,PLAT-23182,22525007,REGEX in Match Exclusion is not working,EFitzgerald,Norkom QA,SShenoy,Need More Info,8.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,3453453,09/Jun/2020 06:14 AM,
Defect,2 - High,PLAT-23179,22524990,Potential Hung Threads during the Section Export,Pnolan,ADIA,ZHtet,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,EIM,,,,,8.0.1.16,08/Jun/2020 11:39 PM,
Defect,3 - Medium,PLAT-23178,22524919,Wrong permission application in Scenario Manager SMUI,EBaggott,Norkom QA,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.0.1.??,08/Jun/2020 01:36 PM,
Defect,3 - Medium,PLAT-23175,22524841,[HSUT-88] - UT Websphere hung threads,CFinnegan,Norkom Support,pdspencer,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,2.0,05/Jun/2020 01:50 PM,
Defect,3 - Medium,PLAT-23172,22524626,Refresh button behaviour,,Norkom QA,IKCooper,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.9,04/Jun/2020 11:07 AM,Environmental Issue
Defect,2 - High,PLAT-23170,22524535,PEN TEST - CSRF Token Exposed in CDD Risk Model Export,Pnolan,Zions,VSavkoor,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.7,03/Jun/2020 11:02 PM,
Defect,1 - Critical,PLAT-23168,22524520,Export/Import Scenario Segmentation doesn't work on SMUI 8.1.0.2,MCashman,Norkom QA,pawel.janczarski,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.0.1.9,03/Jun/2020 04:36 PM,
Defect,3 - Medium,PLAT-23364,22524192,Issue on AML Multi-Party Profile,TMurphy,CIMB,RAli,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,7.6.0.10,01/Jun/2020 05:58 AM,
Defect,3 - Medium,PLAT-23166,22524179, NR8.1-NABDefects: Error is displayed when user tries to create new Rule in Manage workflow rules,shernia.devarajan,NAB,shernia.devarajan,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Database,,,,,8.1.0.2,01/Jun/2020 12:49 AM,Won't Fix
Defect,3 - Medium,PLAT-23165,22524143,PostgreSQL: Task Reminder calculated incorrectly in UI,hteong,Norkom QA,IKCooper,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.9,29/May/2020 03:21 PM,
Defect,2 - High,PLAT-23162,22524047,NetReveal 7.6 to 8.1 Oracle to PostgreSQL data migration issues,,NAB,ukgarlapati,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.2,29/May/2020 09:41 AM,Done
Defect,3 - Medium,PLAT-23161,22523906,NPE for Condition checks when Out of Order Alerting is turned on,EBaggott,Norkom Engineering,MvanLaere1,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,8.1,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.5.0.13,28/May/2020 03:18 PM,
Defect,2 - High,PLAT-23160,22523789,ZIP file can be attached when not in extension whitelist,,Norkom Services,IKCooper,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.9,27/May/2020 07:22 PM,Not a bug
Defect,3 - Medium,PLAT-23158,22523784,Pentest - Blind SQL injection,Pnolan,AXA,gwojciechowski,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.13,27/May/2020 05:09 PM,
Defect,3 - Medium,PLAT-23157,22523770,[MSNFU-65] - NFUM Base config cannot export,Pnolan,Norkom Support,pdspencer,New,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,GI,,,,,7.3.1.4,27/May/2020 02:25 PM,
Defect,2 - High,PLAT-23156,22523748,Application is stuck when get next alert is performed when there is no more alerts in the queue,,Norkom QA,ASundararajan,Closed,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.2,27/May/2020 12:40 PM,Done
Defect,2 - High,PLAT-23155,22523531,CLONE - SWIFT TagTransformer 79 is incorrect if containing '-' inside the text,,KBC,JKerkhofs,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,7.5,8.1,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,"8.1.0.2, 7.5.0.13",26/May/2020 08:38 AM,Won't Fix
Defect,1 - Critical,PLAT-23149,22523414,Real time MDB Error,CBandara,ADIA,RNathan,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.10,25/May/2020 05:43 AM,
Defect,2 - High,PLAT-23148,22523026,CLONE - NetReveal 8.1 SCM-HTTP-DISPATCH in RBR/HASH mode throwing CBP-11102 login failed error,RJana,Norkom Services,RJana,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,8.1.0.2,21/May/2020 02:11 PM,Environmental Issue
Defect,3 - Medium,PLAT-23147,22522883,CLONE - PEN TEST - SAML implementation & System screens seem vulnerable to Reflected CSS and CSRF token exposure Plat 7.7 >> 8.1,Pnolan,Zions,RJana,New,7.7,,,,,,,,,,,,,,,,,,,,,,7.7,8.0.1,8.1,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.7.0.4,20/May/2020 06:55 PM,
Defect,3 - Medium,PLAT-23145,22522747,Ldap search in GE is not case sensitive,Pnolan,Norkom QA,emilyongws,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1,20/May/2020 03:21 AM,
Defect,3 - Medium,PLAT-23144,22522660,[CIMBM-178] - DJ last reviewed date not updated in AML7.6,,CIMB,melchor.soriano,Closed,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.10,19/May/2020 09:58 AM,Done
Defect,2 - High,PLAT-23140,22522362,Rebuild index count is different for each server,AManayangath,Norkom Support,WKhuan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,18/May/2020 03:21 AM,
Defect,3 - Medium,PLAT-23139,22522322,Unable to export CSV after copying a section,Pnolan,Erste,pawel.janczarski,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1,15/May/2020 02:37 PM,
Defect,3 - Medium,PLAT-23137,22522172,"Certain Values on screens are not getting cleared when hitting the ""Clear"" button",alan.alfar,Norkom QA,alan.alfar,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.10,14/May/2020 07:34 AM,
Defect,1 - Critical,PLAT-23133,22522024,Difference between timestamps - timestamp of creating batch process is delayed,,Piraeus Bank,jakub.hamerlinski,Rejected,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,CDD,Database,,,,5.0.1.0,13/May/2020 07:03 AM,Won't Fix
Defect,2 - High,PLAT-23132,22521712,CLONE - CalendarProgressJob is not working when we uplift from 8.1.0.2 to 8.1.0.8.,,Norkom Services,JPerek,Closed,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,8.1.0.8,08/May/2020 03:31 PM,Done
Defect,3 - Medium,PLAT-23131,22521595,Error handling in WorkFlow Actions,IKhalili,Norkom QA,IKhalili,Rejected,N/A,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,NA,07/May/2020 03:15 PM,Done
Defect,2 - High,PLAT-23128,22521262,CalendarProgressJob is not working when we uplift from 8.1.0.2 to 8.1.0.8.,MManimekalaiSamika,Norkom Services,MManimekalaiSamika,Rejected,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,8.1.0.8,05/May/2020 01:07 PM,Duplicate
Defect,3 - Medium,PLAT-23122,22520987,Failed to send Batch Processing message format as RealTime format using XML Transformer,AManayangath,Norkom QA,amar.amsar,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,7.7,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,3.1.10,04/May/2020 04:13 AM,
Defect,2 - High,PLAT-23113,22520456,WLM Join Words  Norm Rule  with single quote(')  fails on Index building,AManayangath,Norkom Services,sailen.sannigrahi,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.12,28/Apr/2020 11:05 AM,
