Linked Account ID,561026501659,
Linked Account Name,NetReveal NextGen Early Adopter Programme 1 ($),Total cost ($)
Linked Account Total,310.7830225262,310.7830225262
2022-06-01,,0
2022-07-01,6.6349562598,6.6349562598
2022-08-01,18.1294083745,18.1294083745
2022-09-01,20.3477077502,20.3477077502
2022-10-01,124.0711612711,124.0711612711
2022-11-01,141.5997888706,141.5997888706
