Linked Account ID,599666424425,
Linked Account Name,NetReveal_NextGen_Primary_Production_Account ($),Total cost ($)
Linked Account Total,5.4080802835,5.4080802835
2022-05-01,,0
2022-06-01,,0
2022-07-01,,0
2022-08-01,,0
2022-09-01,,0
2022-10-01,5.4080802835,5.4080802835
