Linked Account ID,616568970756,
Linked Account Name,NetReveal NextGen Early Adopter Programme 2 ($),Total cost ($)
Linked Account Total,167.3412858932,167.3412858932
2022-05-01,,0
2022-06-01,,0
2022-07-01,4.7254389794,4.7254389794
2022-08-01,18.1389889729,18.1389889729
2022-09-01,20.3927833376,20.3927833376
2022-10-01,124.0840746033,124.0840746033
