Linked Account ID,483201421474,
Linked Account Name,NOTREVEAL-DEMO-SCORING ($),Total cost ($)
Linked Account Total,9577.3796217969,9577.3796217969
2022-05-01,1526.7931390803,1526.7931390803
2022-06-01,1503.4720450224,1503.4720450224
2022-07-01,1660.233655578,1660.233655578
2022-08-01,1648.6144136931,1648.6144136931
2022-09-01,1594.2664956291,1594.2664956291
2022-10-01,1643.999872794,1643.999872794
