Linked Account ID,405120349854,
Linked Account Name,NetReveal NextGen Early Adopter Programme 4 ($),Total cost ($)
Linked Account Total,167.3620176812,167.3620176812
2022-05-01,,0
2022-06-01,,0
2022-07-01,4.7191019548,4.7191019548
2022-08-01,18.172765203,18.172765203
2022-09-01,20.3797230107,20.3797230107
2022-10-01,124.0904275127,124.0904275127
