Linked Account ID,495372182681,
Linked Account Name,NetReveal NextGen Early Adopter Programme 3 ($),Total cost ($)
Linked Account Total,167.7898151243,167.7898151243
2022-05-01,,0
2022-06-01,,0
2022-07-01,4.7219741205,4.7219741205
2022-08-01,18.6513909283,18.6513909283
2022-09-01,20.3474247793,20.3474247793
2022-10-01,124.0690252962,124.0690252962
